customer_id,customer_name,age,city,product_id,product_name,category,purchase_date,purchase_quantity,price_per_unit,total_spent,age_outlier_flag,purchase_quantity_outlier_flag,price_per_unit_outlier_flag,total_spent_outlier_flag
2323,Adrian Watkins,30.0,Lake John,170,Almond Butter,Dairy,2024-04-25,3.0,3.38,10.14,0,0,0,0
2324,Jessica Reed,23.0,Morrisbury,171,Organic Apples,Snack,2024-04-21,4.0,15.09,60.36,0,0,0,0
2325,Alyssa Lewis,53.0,Taramouth,105,Almond Butter,Dairy,2024-01-24,3.0,1.32,3.96,0,0,0,0
2326,Clinton Shaw,53.0,Hernandezton,145,Fresh Milk,Dairy,2024-02-25,1.0,13.7,13.7,0,0,0,0
2327,Traci Welch,72.0,Ronaldfort,120,Almond Butter,Vegetable,2024-01-22,2.0,12.45,24.9,0,0,0,0
2328,Unknown Customer,48.0,Unknown,153,Organic Apples,Dairy,,,4.71,,0,0,0,0
2329,Dr. Sabrina Hickman,58.0,South Mary,167,Almond Butter,Vegetable,2024-09-21,4.0,18.96,75.84,0,0,0,0
2330,Debra Peterson,77.0,Waynemouth,151,Almond Butter,Snack,2024-05-04,1.0,16.84,16.84,0,0,0,0
2331,Victor Shields,73.0,East Lisaville,175,Organic Apples,Snack,2024-10-14,2.0,16.68,33.36,0,0,0,0
2332,Robert Walton,22.0,Lopezport,120,Fresh Milk,Dairy,2024-05-24,183.0,3.07,561.81,0,1,0,1
2333,Terry Wiggins,49.0,East Jesse,147,Almond Butter,Snack,2024-05-05,4.0,8.69,34.76,0,0,0,0
2334,Summer Graham,23.0,North Karahaven,179,Granola,Dairy,2024-07-16,4.0,8.31,33.24,0,0,0,0
2335,Nicholas Brown,72.0,New Christinaburgh,121,Organic Apples,Vegetable,2024-01-25,4.0,12.91,51.64,0,0,0,0
2336,Douglas Fritz,58.0,South Brian,150,Organic Apples,Organic,2024-04-19,4.0,15.74,62.96,0,0,0,0
2337,Christopher Garcia,31.0,West David,132,Almond Butter,Snack,2024-02-19,1.0,6.6,6.6,0,0,0,0
2338,Unknown Customer,48.0,Unknown,182,Organic Apples,Organic,,,11.41,,0,0,0,0
2339,Hannah Gardner,70.0,West Daniel,193,Organic Apples,Snack,2024-06-03,2.0,6.46,12.92,0,0,0,0
2340,Shannon Vasquez,64.0,Huertaside,172,Organic Apples,Dairy,2024-11-03,3.0,6.66,19.98,0,0,0,0
2341,Elizabeth Pratt,32.0,Port Stephanieside,142,Organic Apples,Dairy,2024-05-15,3.0,4.48,13.44,0,0,0,0
2342,William Thompson,69.0,New Stephanie,142,Kale,Snack,2024-10-24,1.0,1.73,1.73,0,0,0,0
2343,Unknown Customer,48.0,Unknown,137,Almond Butter,Organic,,,2.66,,0,0,0,0
2344,Bradley Brown,19.0,Romeroview,124,Almond Butter,Organic,2024-09-25,3.0,2.61,7.83,0,0,0,0
2345,Benjamin Sandoval,20.0,Washingtonview,120,Granola,Snack,2024-11-01,2.0,7.3,14.6,0,0,0,0
2346,Mr. Larry Yang,63.0,Kimberlymouth,182,Granola,Organic,2024-03-12,3.0,18.2,54.6,0,0,0,0
2347,Angela Gallagher,67.0,Brisgettown,154,Kale,Dairy,2024-08-24,2.0,18.88,37.76,0,0,0,0
2348,Adam Juarez,36.0,Chadfurt,173,Almond Butter,Dairy,2024-09-03,1.0,7.55,7.55,0,0,0,0
2349,Tina Howard,69.0,Johnsontown,197,Fresh Milk,Organic,2024-06-22,4.0,18.56,74.24,0,0,0,0
2350,Patrick Osborn,28.0,Jensenmouth,135,Kale,Organic,2024-08-25,3.0,12.32,36.96,0,0,0,0
2351,Francis Richardson,35.0,Markstad,123,Organic Apples,Snack,2024-02-18,1.0,17.22,17.22,0,0,0,0
2352,Megan Brown,33.0,Virginiabury,185,Granola,Organic,2024-02-21,1.0,19.7,19.7,0,0,0,0
2353,Christopher Richard,72.0,Moralesburgh,159,Tofu,Snack,2024-06-26,4.0,19.51,78.04,0,0,0,0
2354,Jessica Martinez,61.0,East James,140,Tofu,Snack,2024-10-21,2.0,18.11,36.22,0,0,0,0
2355,Unknown Customer,48.0,Unknown,196,Organic Apples,Organic,,,5.85,,0,0,0,0
2356,Cindy Moreno,49.0,Meganfurt,147,Organic Apples,Vegetable,2024-11-07,116.0,7.0,812.0,0,1,0,1
2357,Daniel Little,45.0,Darrellmouth,150,Tofu,Vegetable,2024-09-03,1.0,13.22,13.22,0,0,0,0
2358,Kimberly Myers,35.0,Robertville,168,Granola,Snack,2024-09-25,1.0,4.35,4.35,0,0,0,0
2359,David Solis,33.0,North Heatherville,190,Fresh Milk,Vegetable,2024-05-25,2.0,16.01,32.02,0,0,0,0
2360,Thomas Hughes,64.0,East Laurentown,192,Organic Apples,Vegetable,2024-02-08,3.0,15.96,47.88,0,0,0,0
2361,Nicholas Anderson,54.0,Greenview,107,Fresh Milk,Vegetable,2024-06-13,4.0,9.33,37.32,0,0,0,0
2362,Jamie Chen,54.0,Joshuaside,195,Almond Butter,Snack,2024-10-23,2.0,11.74,23.48,0,0,0,0
2363,Brian Carter,63.0,South Joshuaport,188,Kale,Organic,2024-07-23,3.0,4.4,13.2,0,0,0,0
2364,Danielle Johnson,63.0,Robertmouth,116,Fresh Milk,Organic,2024-08-22,3.0,15.47,46.41,0,0,0,0
2365,David Silva,28.0,East Pamelaborough,186,Almond Butter,Organic,2024-09-05,1.0,3.56,3.56,0,0,0,0
2366,John Roberts,69.0,Christopherstad,166,Tofu,Vegetable,2024-02-10,1.0,17.39,17.39,0,0,0,0
2367,Unknown Customer,48.0,Unknown,129,Tofu,Organic,,,3.06,,0,0,0,0
2368,Erin Walls,37.0,Joshuamouth,170,Fresh Milk,Dairy,2024-10-27,2.0,211.1,422.2,0,0,1,1
2369,Emily Russell,56.0,Lake Jeremyview,183,Fresh Milk,Dairy,2024-06-12,1.0,3.73,3.73,0,0,0,0
2370,Unknown Customer,48.0,Unknown,181,Kale,Vegetable,,,10.34,,0,0,0,0
2371,Shannon Sandoval,51.0,Kimberlyhaven,151,Organic Apples,Vegetable,2024-08-11,1.0,19.71,19.71,0,0,0,0
2372,Teresa Clark,56.0,South Steven,141,Kale,Snack,2024-04-02,3.0,16.02,48.06,0,0,0,0
2373,Heather Dillon,69.0,Fergusonbury,164,Granola,Organic,2024-04-16,3.0,14.6,43.8,0,0,0,0
2374,Terry Wilson,57.0,Port Kimmouth,171,Tofu,Dairy,2024-09-12,4.0,17.2,68.8,0,0,0,0
2375,Nicole Rodriguez,74.0,Lake Jennaberg,123,Organic Apples,Organic,2024-04-07,141.0,16.42,2315.2200000000003,0,1,0,1
2376,Diane Lawrence,45.0,Johnsontown,191,Almond Butter,Snack,2024-08-03,1.0,8.72,8.72,0,0,0,0
2377,Brenda Perry Md,78.0,Marktown,155,Kale,Organic,2024-04-22,3.0,8.09,24.27,0,0,0,0
2378,Justin Bell,67.0,South Cindy,125,Kale,Snack,2024-03-09,2.0,19.67,39.34,0,0,0,0
2379,Jennifer Salinas,61.0,South Michele,197,Tofu,Organic,2024-10-24,3.0,19.02,57.06,0,0,0,0
2380,Brian Griffin,51.0,Aliciaborough,161,Organic Apples,Organic,2024-01-17,3.0,8.15,24.450000000000003,0,0,0,0
2381,Jonathan Jennings,25.0,East Vanessa,160,Tofu,Dairy,2024-07-10,2.0,13.04,26.08,0,0,0,0
2382,Nancy Gordon,34.0,East Gilbertport,165,Almond Butter,Dairy,2024-07-22,3.0,13.13,39.39,0,0,0,0
2383,James Brennan,70.0,New Jessicatown,118,Almond Butter,Snack,2024-04-24,3.0,6.46,19.38,0,0,0,0
2384,Brittany Lewis,30.0,Romantown,138,Organic Apples,Vegetable,2024-09-29,2.0,13.27,26.54,0,0,0,0
2385,Michelle Richard,60.0,North Keithhaven,148,Tofu,Organic,2024-04-02,2.0,4.56,9.12,0,0,0,0
2386,Alison Wilson,19.0,North Katherine,197,Granola,Dairy,2024-03-03,1.0,14.39,14.39,0,0,0,0
2387,Virginia Silva,37.0,Ryanborough,142,Almond Butter,Organic,2024-01-08,1.0,12.45,12.45,0,0,0,0
2388,Mr. Anthony Crawford Phd,38.0,Pork Emily,115,Fresh Milk,Vegetable,2024-10-31,3.0,19.93,59.79,0,0,0,0
2389,Unknown Customer,48.0,Unknown,171,Tofu,Organic,,,18.68,,0,0,0,0
2390,Melissa Salinas,61.0,Lake Kristina,136,Fresh Milk,Organic,2024-03-25,3.0,11.55,34.650000000000006,0,0,0,0
2391,Jennifer Ramos,46.0,West Rachelshire,109,Tofu,Vegetable,2024-01-05,1.0,14.57,14.57,0,0,0,0
2392,James Mitchell,54.0,Alvaradoland,195,Fresh Milk,Dairy,2024-09-19,2.0,8.25,16.5,0,0,0,0
2393,Matthew Parker,38.0,Martinezmouth,148,Organic Apples,Organic,2024-09-07,1.0,15.62,15.62,0,0,0,0
2394,Amy Lewis,68.0,Aprilburgh,103,Granola,Snack,2024-09-18,2.0,2.49,4.98,0,0,0,0
2395,Kevin Smith,77.0,Ethanberg,132,Tofu,Organic,2024-04-20,2.0,11.71,23.42,0,0,0,0
2396,Brittany Martinez,33.0,Port Dustin,129,Organic Apples,Vegetable,2024-06-30,3.0,4.52,13.56,0,0,0,0
2397,Adam Wagner,21.0,Maryville,195,Almond Butter,Organic,2024-03-22,1.0,11.99,11.99,0,0,0,0
2398,Steven May,63.0,New Tammy,126,Tofu,Vegetable,2024-06-11,4.0,7.27,29.08,0,0,0,0
2399,Brenda Martin,79.0,West Stephanietown,166,Fresh Milk,Organic,2024-06-22,1.0,17.66,17.66,0,0,0,0
2400,Rachel Mcfarland,48.0,Bradleyton,169,Organic Apples,Organic,2024-06-18,1.0,9.43,9.43,0,0,0,0
2401,Lori Martinez,39.0,Port Danastad,112,Kale,Vegetable,2024-10-27,3.0,17.15,51.45,0,0,0,0
2402,Lisa Dean,24.0,West Brian,141,Organic Apples,Vegetable,2024-10-02,2.0,11.73,23.46,0,0,0,0
2403,Denise Clark,62.0,Ramostown,112,Granola,Snack,2024-10-11,3.0,8.82,26.46,0,0,0,0
2404,Tammy Williams,62.0,Lake James,144,Fresh Milk,Snack,2024-07-18,3.0,16.24,48.72,0,0,0,0
2405,Lindsey Gallagher,20.0,Port Paigechester,131,Fresh Milk,Organic,2024-04-28,4.0,9.52,38.08,0,0,0,0
2406,Victoria Wood,77.0,Vancehaven,101,Kale,Snack,2024-01-09,3.0,4.36,13.080000000000002,0,0,0,0
2407,Douglas West,36.0,West Russellchester,175,Fresh Milk,Vegetable,2024-02-24,1.0,18.45,18.45,0,0,0,0
2408,Unknown Customer,48.0,Unknown,172,Fresh Milk,Snack,,,9.83,,0,0,0,0
2409,Brian Miller,50.0,New Danielborough,190,Granola,Organic,2024-06-19,4.0,10.44,41.76,0,0,0,0
2410,Matthew Cross,34.0,Lake Anne,191,Kale,Snack,2024-10-06,3.0,8.86,26.58,0,0,0,0
2411,Dr. John Ward,57.0,East Michelle,139,Organic Apples,Vegetable,2024-09-25,3.0,10.17,30.51,0,0,0,0
2412,Ian Lopez,77.0,Perezville,106,Fresh Milk,Vegetable,2024-07-02,3.0,2.77,8.31,0,0,0,0
2413,Unknown Customer,48.0,Unknown,135,Tofu,Dairy,,,12.89,,0,0,0,0
2414,Michael Roberts,68.0,South Annfort,182,Almond Butter,Snack,2024-04-09,4.0,10.78,43.12,0,0,0,0
2415,Ashley Solis,48.0,Susanburgh,157,Granola,Dairy,2024-03-26,1.0,18.02,18.02,0,0,0,0
2416,George Perez Ii,47.0,New Melinda,142,Tofu,Snack,2024-10-22,3.0,9.36,28.08,0,0,0,0
2417,Kimberly Dominguez,58.0,Becserhaven,191,Tofu,Vegetable,2024-06-19,1.0,14.89,14.89,0,0,0,0
2418,Linda Hayes,72.0,Wadeshire,160,Organic Apples,Organic,2024-01-29,3.0,15.48,46.44,0,0,0,0
2419,Mrs. Ashley Ortiz,48.0,Poro Timothyburgh,135,Fresh Milk,Organic,2024-06-04,4.0,1.34,5.36,0,0,0,0
2420,Patrick Patrick,48.0,West Hailey,169,Organic Apples,Organic,2024-07-20,1.0,3.87,3.87,0,0,0,0
2421,Rachel Henderson,71.0,Murphyhaven,103,Fresh Milk,Dairy,2024-08-10,1.0,2.1,2.1,0,0,0,0
2422,Adam Good,38.0,Murphyburgh,196,Fresh Milk,Vegetable,2024-06-04,2.0,13.91,27.82,0,0,0,0
2423,Jose Lee,67.0,South Brittany,188,Organic Apples,Organic,2024-01-02,4.0,14.63,58.52,0,0,0,0
2424,Joshua Soto,63.0,Port Andreafort,193,Granola,Snack,2024-01-31,1.0,9.86,9.86,0,0,0,0
2425,Erica Andrews,40.0,Garciastad,187,Fresh Milk,Snack,2024-10-03,3.0,3.39,10.17,0,0,0,0
2426,Unknown Customer,48.0,Unknown,135,Almond Butter,Vegetable,,,14.17,,0,0,0,0
2427,Monica Johnson,45.0,Heatherborough,166,Granola,Vegetable,2024-03-19,4.0,8.32,33.28,0,0,0,0
2428,Cindy Browning,46.0,South Donnachester,151,Almond Butter,Vegetable,2024-01-30,4.0,6.94,27.76,0,0,0,0
2429,Mariah Patel,77.0,Barnettfort,101,Tofu,Dairy,2024-04-16,2.0,14.09,28.18,0,0,0,0
2430,Jeremy Luna,22.0,Lake Samantha,152,Almond Butter,Snack,2024-05-18,4.0,8.5,34.0,0,0,0,0
2431,Lori Ortiz,35.0,South David,159,Tofu,Organic,2024-03-07,111.0,14.09,1563.99,0,1,0,1
2432,David Morrow,30.0,Lake Stephanie,123,Almond Butter,Snack,2024-04-01,1.0,17.07,17.07,0,0,0,0
2433,Dale Ramirez,67.0,Alvarezville,145,Kale,Dairy,2024-02-04,1.0,11.34,11.34,0,0,0,0
2434,Unknown Customer,48.0,Unknown,138,Fresh Milk,Vegetable,,,10.75,,0,0,0,0
2435,Unknown Customer,48.0,Unknown,105,Tofu,Vegetable,,,17.31,,0,0,0,0
2436,Joshua Benson,29.0,Lake Williamshire,103,Kale,Vegetable,2024-08-25,2.0,13.58,27.16,0,0,0,0
2437,Gina Webb,32.0,Lake Saramouth,190,Granola,Dairy,2024-05-01,2.0,16.11,32.22,0,0,0,0
2438,Unknown Customer,48.0,Unknown,153,Fresh Milk,Snack,,,13.5,,0,0,0,0
2439,Michael Henderson,33.0,Rosetown,189,Kale,Dairy,2024-02-18,4.0,13.0,52.0,0,0,0,0
2440,Erica Moore,53.0,Amandaton,142,Granola,Organic,2024-08-12,1.0,10.95,10.95,0,0,0,0
2441,Robin Myers,50.0,North Josephview,153,Kale,Dairy,2024-04-23,4.0,1.24,4.96,0,0,0,0
2442,Sara Hernandez,34.0,South Elizabethview,141,Granola,Vegetable,2024-06-15,3.0,15.96,47.88,0,0,0,0
2443,Cody Gray,59.0,South Katherine,124,Tofu,Snack,2024-03-28,1.0,18.52,18.52,0,0,0,0
2444,Lisa Cole,40.0,Lawsonside,180,Tofu,Organic,2024-01-27,2.0,3.83,7.66,0,0,0,0
2445,Charles Rivera,64.0,East Elizabethton,136,Granola,Dairy,2024-09-11,4.0,8.73,34.92,0,0,0,0
2446,Dana Myers,78.0,Olsonstad,141,Tofu,Dairy,2024-11-08,2.0,18.63,37.26,0,0,0,0
2447,Brett Garrett,41.0,Lake James,164,Granola,Vegetable,2024-05-25,1.0,9.99,9.99,0,0,0,0
2448,Kayla Dodson,76.0,Lake David,159,Tofu,Vegetable,2024-05-16,4.0,18.64,74.56,0,0,0,0
2449,Sarah Villegas,43.0,Mcgrathhaven,133,Fresh Milk,Organic,2024-01-17,4.0,19.68,78.72,0,0,0,0
2450,Jodi Barker,68.0,Smithburgh,197,Fresh Milk,Vegetable,2024-10-18,4.0,14.64,58.56,0,0,0,0
2451,Tiffany Gibson,57.0,East Patricia,186,Almond Butter,Organic,2024-05-04,4.0,9.36,37.44,0,0,0,0
2452,Christina Coleman,35.0,Tapiaview,129,Almond Butter,Snack,2024-07-28,1.0,5.64,5.64,0,0,0,0
2453,Hannah Cannon,54.0,Francesbury,161,Organic Apples,Vegetable,2024-01-17,4.0,17.24,68.96,0,0,0,0
2454,Abigail Schultz,26.0,New Katie,103,Tofu,Organic,2024-10-28,3.0,11.71,35.13,0,0,0,0
2455,Joel Ortega,56.0,West Adambury,109,Kale,Dairy,2024-05-30,2.0,4.18,8.36,0,0,0,0
2456,Jason Peterson,21.0,North Jasonhaven,195,Organic Apples,Organic,2024-04-17,4.0,19.33,77.32,0,0,0,0
2457,Emily Estes,18.0,Lauraville,147,Almond Butter,Snack,2024-01-12,4.0,6.64,26.56,0,0,0,0
2458,Kimberly Dudley,60.0,East Robin,183,Organic Apples,Dairy,2024-05-30,4.0,2.41,9.64,0,0,0,0
2459,John Green,21.0,Port Mary,195,Almond Butter,Vegetable,2024-04-19,4.0,1.48,5.92,0,0,0,0
2460,Lisa Johnston,36.0,Robertstad,136,Almond Butter,Organic,2024-03-09,1.0,18.51,18.51,0,0,0,0
2461,Ashley Hudson,19.0,Jeanfort,176,Fresh Milk,Vegetable,2024-03-11,2.0,2.5,5.0,0,0,0,0
2462,Brittany Andrews,62.0,Alejandrabury,112,Tofu,Dairy,2024-10-21,4.0,2.76,11.04,0,0,0,0
2463,Erin Carey,76.0,East Anneport,194,Granola,Organic,2024-04-25,1.0,4.7,4.7,0,0,0,0
2464,Unknown Customer,48.0,Unknown,166,Granola,Vegetable,,,17.99,,0,0,0,0
2465,Dr. Ann Hernandez,30.0,Nathanchester,170,Granola,Organic,2024-04-09,2.0,3.9,7.8,0,0,0,0
2466,Edward Hicks,64.0,North Jeffrey,100,Granola,Snack,2024-03-16,1.0,15.13,15.13,0,0,0,0
2467,Anne Obrien,51.0,Kimberlymouth,132,Tofu,Snack,2024-07-02,2.0,18.0,36.0,0,0,0,0
2468,Zachary Rich,64.0,Bakermouth,182,Almond Butter,Dairy,2024-07-11,2.0,7.54,15.08,0,0,0,0
2469,Donna Wheeler,65.0,Josephburgh,109,Tofu,Organic,2024-06-07,2.0,5.76,11.52,0,0,0,0
2470,Olivia Torres,31.0,North Cherylland,154,Almond Butter,Organic,2024-04-24,1.0,1.63,1.63,0,0,0,0
2471,Brandon Warner,67.0,New Patrick,160,Almond Butter,Organic,2024-01-06,3.0,16.83,50.49,0,0,0,0
2472,Erika Young,29.0,South Allen,179,Fresh Milk,Organic,2024-06-18,3.0,7.32,21.96,0,0,0,0
2473,Carl Armstrong,47.0,West Christopher,103,Granola,Vegetable,2024-04-06,1.0,2.5,2.5,0,0,0,0
2474,Daniel Kim,65.0,New Jennifershire,170,Organic Apples,Vegetable,2024-03-08,3.0,6.9,20.700000000000003,0,0,0,0
2475,Christina Schneider,78.0,Autumnchester,132,Tofu,Organic,2024-04-13,3.0,2.02,6.0600000000000005,0,0,0,0
2476,Brandon Knapp,57.0,Bradleymouth,169,Kale,Vegetable,2024-02-01,3.0,6.69,20.07,0,0,0,0
2477,Gregory Johnson,24.0,Lake Danielle,176,Fresh Milk,Vegetable,2024-05-10,4.0,19.93,79.72,0,0,0,0
2478,Mr. Derrick Orozco,70.0,West Ryan,109,Organic Apples,Vegetable,2024-06-27,4.0,8.51,34.04,0,0,0,0
2479,Veronica Schmidt,72.0,Christophermouth,177,Kale,Snack,2024-08-03,1.0,18.34,18.34,0,0,0,0
2480,David Martinez,42.0,Danielborough,105,Organic Apples,Organic,2024-01-09,4.0,14.75,59.0,0,0,0,0
2481,Derrick Lopez,39.0,Brandyhaven,193,Organic Apples,Organic,2024-08-18,1.0,12.14,12.14,0,0,0,0
2482,David Martin,66.0,North Walter,132,Tofu,Dairy,2024-04-23,3.0,13.26,39.78,0,0,0,0
2483,Kimberly Cervantes,64.0,Taylorfurt,198,Organic Apples,Organic,2024-10-10,4.0,1.64,6.56,0,0,0,0
2484,Courtney Moore,59.0,North Rhondamouth,180,Tofu,Dairy,2024-02-06,2.0,16.28,32.56,0,0,0,0
2485,Unknown Customer,48.0,Unknown,158,Tofu,Organic,,,15.7,,0,0,0,0
2486,Ashley Mitchell,22.0,Wagnerland,180,Almond Butter,Dairy,2024-02-24,1.0,3.76,3.76,0,0,0,0
2487,Jason Kim,62.0,Port Matthewland,118,Tofu,Dairy,2024-01-29,1.0,12.69,12.69,0,0,0,0
2488,Todd Morgan,40.0,East Samantha,172,Almond Butter,Snack,2024-09-13,4.0,8.76,35.04,0,0,0,0
2489,Ivan Blair,38.0,Lake Andreabury,109,Kale,Snack,2024-03-20,3.0,16.12,48.36,0,0,0,0
2490,Maxwell Garcia,20.0,North Andrewburgh,125,Kale,Dairy,2024-07-23,2.0,5.66,11.32,0,0,0,0
2491,Lisa Hunt,52.0,New Nicholeburgh,178,Almond Butter,Organic,2024-05-24,2.0,15.68,31.36,0,0,0,0
2492,James Jarvis,73.0,Davisberg,147,Granola,Organic,2024-09-13,1.0,6.21,6.21,0,0,0,0
2493,Anthony Brandt,25.0,Amyburgh,131,Kale,Snack,2024-05-29,4.0,12.54,50.16,0,0,0,0
2494,Daniel Olson,26.0,Port Chelseachester,186,Fresh Milk,Dairy,2024-07-21,4.0,19.07,76.28,0,0,0,0
2495,Jennifer Murphy,33.0,Lauraview,149,Organic Apples,Organic,2024-05-08,2.0,2.88,5.76,0,0,0,0
2496,Jonathan Bell,31.0,West Adamfurt,133,Organic Apples,Vegetable,2024-06-29,4.0,1.68,6.72,0,0,0,0
2497,Emily Ross,79.0,Davisside,120,Organic Apples,Vegetable,2024-09-05,3.0,4.37,13.11,0,0,0,0
2498,Alexa Jenkins,64.0,East Timothy,144,Granola,Vegetable,2024-10-26,3.0,4.54,13.62,0,0,0,0
2499,Shannon Powell,67.0,Jacquelineshire,126,Granola,Organic,2024-02-04,3.0,10.51,31.53,0,0,0,0
2500,Amber Carpenter,32.0,Lakx Stephanie,150,Tofu,Snack,2024-07-10,3.0,6.59,19.77,0,0,0,0
2501,Andrea Stewart,54.0,Phillipsborough,108,Almond Butter,Vegetable,2024-07-31,4.0,16.57,66.28,0,0,0,0
2502,Michael Hogan,76.0,Xavierfurt,141,Almond Butter,Dairy,2024-05-18,1.0,7.61,7.61,0,0,0,0
2503,Angelica Diaz,68.0,North Jamieshire,158,Almond Butter,Vegetable,2024-07-22,1.0,4.07,4.07,0,0,0,0
2504,Terry Blair,29.0,Martinmouth,131,Almond Butter,Organic,2024-01-10,2.0,18.73,37.46,0,0,0,0
2505,Gabrielle Cummings,55.0,Ricjardsonview,118,Granola,Organic,2024-02-10,4.0,7.54,30.16,0,0,0,0
2506,Billy Smith,64.0,Port Maxbury,174,Tofu,Snack,2024-07-10,2.0,2.0,4.0,0,0,0,0
2507,Carl Gray,19.0,Hallland,126,Granola,Vegetable,2024-09-02,2.0,4.59,9.18,0,0,0,0
2508,Mary Welch,71.0,South Thomas,148,Fresh Milk,Organic,2024-10-10,3.0,11.05,33.150000000000006,0,0,0,0
2509,Christopher Wilkerson,48.0,Kennethside,121,Granola,Organic,2024-01-23,2.0,13.07,26.14,0,0,0,0
2510,Stephanie Green,41.0,Johnborough,113,Fresh Milk,Dairy,2024-08-24,3.0,3.82,11.46,0,0,0,0
2511,Rebecca Leonard,69.0,Joseburgh,155,Fresh Milk,Snack,2024-03-06,4.0,17.65,70.6,0,0,0,0
2512,Monica Harrison,27.0,Holtport,161,Fresh Milk,Snack,2024-03-12,1.0,7.27,7.27,0,0,0,0
2513,Molly Lutz,19.0,Maryburgh,196,Kale,Organic,2024-07-30,2.0,9.4,18.8,0,0,0,0
2514,Chad Harris,56.0,East Amandamouth,164,Tofu,Dairy,2024-07-28,2.0,17.78,35.56,0,0,0,0
2515,Kristina Burnett,70.0,North Sharon,148,Fresh Milk,Vegetable,2024-09-09,4.0,1.22,4.88,0,0,0,0
2516,Tammy Roth,76.0,Oliverside,131,Organic Apples,Organic,2024-08-06,3.0,16.8,50.400000000000006,0,0,0,0
2517,Kimberly Robinson,36.0,Christopherfort,133,Organic Apples,Dairy,2024-08-16,4.0,16.56,66.24,0,0,0,0
2518,Lisa Fox,45.0,Villarrealton,197,Almond Butter,Dairy,2024-06-06,1.0,10.81,10.81,0,0,0,0
2519,James Giles,44.0,Ashleyfort,186,Fresh Milk,Dairy,2024-05-04,2.0,8.65,17.3,0,0,0,0
2520,Kenneth Reyes,36.0,North Nicholasborough,191,Granola,Dairy,2024-01-23,4.0,1.51,6.04,0,0,0,0
2521,Juan Castro,74.0,Port Tracy,114,Kale,Snack,2024-01-21,3.0,1.19,3.57,0,0,0,0
2522,Jesus Alvarez,40.0,South Kevinton,157,Fresh Milk,Snack,2024-11-06,4.0,7.7,30.8,0,0,0,0
2523,Stephanie Ortiz,37.0,Torresstad,118,Almond Butter,Snack,2024-02-11,2.0,7.97,15.94,0,0,0,0
2524,Kimberly Ford,46.0,Triciaborough,112,Granola,Organic,2024-04-06,4.0,5.4,21.6,0,0,0,0
2525,Kristen Scott,40.0,Susanhaven,130,Kale,Organic,2024-04-30,4.0,18.6,74.4,0,0,0,0
2526,Tiffany Jones,26.0,Penningtonfurt,155,Organic Apples,Organic,2024-08-22,1.0,14.78,14.78,0,0,0,0
2527,Willie Ford,33.0,North Jamesmouth,168,Granola,Organic,2024-01-16,3.0,1.84,5.5200000000000005,0,0,0,0
2528,James Davis,55.0,Changtown,123,Tofu,Organic,2024-04-14,1.0,8.98,8.98,0,0,0,0
2529,Anita Briggs,73.0,New Davidfort,171,Fresh Milk,Snack,2024-03-16,1.0,11.57,11.57,0,0,0,0
2530,Unknown Customer,48.0,Unknown,104,Kale,Dairy,,,9.78,,0,0,0,0
2531,Xavier Kelley,30.0,West Williamview,131,Kale,Dairy,2024-01-28,1.0,19.74,19.74,0,0,0,0
2532,Stephen Hicks,59.0,West Jason,151,Kale,Dairy,2024-10-17,4.0,2.35,9.4,0,0,0,0
2533,Richard Monroe,40.0,Port Kathleen,128,Tofu,Dairy,2024-07-01,4.0,17.61,70.44,0,0,0,0
2534,Alexandra Harrington,23.0,East Dustin,112,Granola,Dairy,2024-07-13,4.0,12.04,48.16,0,0,0,0
2535,Frank Lee,39.0,Ericfurt,105,Organic Apples,Snack,2024-01-22,3.0,3.18,9.54,0,0,0,0
2536,Tammy Noble,75.0,West Danielshire,195,Fresh Milk,Organic,2024-08-30,4.0,6.62,26.48,0,0,0,0
2537,Kenneth Prince,23.0,New John,191,Organic Apples,Snack,2024-03-04,1.0,4.09,4.09,0,0,0,0
2538,Terri Porter,28.0,Port Caitlin,169,Granola,Dairy,2024-04-23,3.0,12.64,37.92,0,0,0,0
2539,April Campbell,75.0,Alexandraville,103,Kale,Organic,2024-08-11,3.0,2.39,7.17,0,0,0,0
2540,Joshua Carrillo,51.0,Atkinsfurt,114,Almond Butter,Snack,2024-02-27,1.0,9.69,9.69,0,0,0,0
2541,Bobby Roberts,75.0,Michaelland,175,Tofu,Dairy,2024-10-11,2.0,11.12,22.24,0,0,0,0
2542,Bradley Castaneda,77.0,Port Amy,165,Granola,Vegetable,2024-10-26,3.0,17.85,53.55,0,0,0,0
2543,Gina Stevenson,31.0,Port Christinaburgh,125,Organic Apples,Snack,2024-10-31,4.0,8.05,32.2,0,0,0,0
2544,James Hall,41.0,Kennethberg,149,Granola,Dairy,2024-09-01,4.0,16.38,65.52,0,0,0,0
2545,Jessica Pitts,36.0,East Makayla,115,Organic Apples,Vegetable,2024-05-16,1.0,12.59,12.59,0,0,0,0
2546,Christopher Spencer,26.0,Brianstad,178,Granola,Snack,2024-02-20,3.0,15.05,45.150000000000006,0,0,0,0
2547,Philip Foster,28.0,Nataliefurt,111,Kale,Dairy,2024-01-17,4.0,11.42,45.68,0,0,0,0
2548,Craig Morales,70.0,Port Lawrenceton,117,Granola,Organic,2024-09-29,3.0,19.07,57.21,0,0,0,0
2549,Jennifer Hunt,27.0,Morganbury,173,Tofu,Snack,2024-05-24,1.0,16.92,16.92,0,0,0,0
